29348	262	37.43	283
344538	128	42.67	73
412928	666	111	660
523387	95	13.57	55
235719	762	63.5	3
466535	118	16.86	19
34678	44	22.0	1316
406001	18	3.6	8240
520119	55	6.875	828
66242	18	9	2410
466547	13	6.5	495
347464	60	12.0	1445
236251	156	7.8	104
89195	214	26.75	135
499215	350	21.875	18
466838	23	2.875	448


